gene	transcript	canonical	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
CCDC130	ENST00000586600	TRUE	240	2.64E+02	9.09E-01	1.84E-05	2573	109	1.26E+02	8.65E-01	1172	121	1.13E+02	1.07E+00	8.48E-06	755	7	8.97E-07	185	1.71E+01	3.16E-03	1.00E-02	9.87E-01	4.10E-01	9.21E-01	1.24E+00	8.17E-01	1.01E+00	2.32E-01	7.71E-01		-5.76E-01	5.28E-01	2.26E+00	30935	3	2	11	1.59E-04	1.07E-04	125708	40	0	125748	1.59E-04	3.18E-03	1.23E-04	0.00E+00	0.00E+00	1.09E-04	1.11E-03	8.82E-05	0.00E+00	6.53E-05	1.23E-04	0.00E+00	0.00E+00	1.09E-04	1.11E-03	8.79E-05	0.00E+00	6.53E-05	protein_coding	ENSG00000104957	2	1188	9	protein_coding	31537	2.50E-02	5	1.36E+01	3.69E-01	NA	19	13842574	13874110
MOV10L1	ENST00000262794	TRUE	602	6.89E+02	8.74E-01	4.01E-05	7872	125	2.00E+02	6.24E-01	2292	284	2.79E+02	1.02E+00	1.84E-05	2333	38	3.40E-06	766	6.46E+01	1.05E-17	1.94E-03	9.98E-01	5.88E-01	9.23E-01	1.12E+00	8.16E-01	9.34E-01	4.53E-01	7.71E-01		-2.40E-01	1.18E+00	3.07E+00	30942	3	2	61	4.79E-04	5.57E-05	125634	114	0	125748	4.53E-04	2.58E-02	3.08E-04	5.79E-04	1.99E-04	2.18E-04	2.31E-04	5.77E-04	3.26E-04	6.07E-04	3.08E-04	5.78E-04	1.98E-04	2.17E-04	2.31E-04	5.71E-04	3.26E-04	3.59E-04	protein_coding	ENSG00000073146	2	3633	27	protein_coding	71812	5.75E-10	23	4.58E+01	5.02E-01	NA	22	50528308	50600119
REXO2	ENST00000265881	TRUE	93	1.25E+02	7.46E-01	5.85E-06	1569	25	4.24E+01	5.90E-01	542	42	4.35E+01	9.66E-01	2.07E-06	424	5	7.60E-07	158	1.36E+01	2.32E-02	1.31E-02	9.64E-01	3.67E-01	7.54E-01	1.25E+00	6.30E-01	8.87E-01	1.91E-01	7.71E-01		1.74E-01	1.01E+00	2.17E+00	30944	3	2	12	6.93E-05	1.66E-05	125729	17	0	125746	6.76E-05	5.75E-04	1.89E-04	0.00E+00	0.00E+00	0.00E+00	4.66E-05	1.08E-04	0.00E+00	3.33E-05	1.85E-04	0.00E+00	0.00E+00	0.00E+00	4.62E-05	1.05E-04	0.00E+00	3.27E-05	protein_coding	ENSG00000076043	2	711	7	protein_coding	10894	8.88E-01	1	1.12E+01	8.90E-02	NA	11	114310108	114321001
TBC1D16	ENST00000310924	TRUE	467	5.02E+02	9.30E-01	3.56E-05	4929	149	1.95E+02	7.64E-01	1951	233	2.33E+02	1.00E+00	1.85E-05	1542	16	1.49E-06	344	3.15E+01	2.57E-07	4.33E-03	9.96E-01	5.07E-01	8.98E-01	1.11E+00	8.61E-01	1.00E+00	3.42E-01	7.71E-01		3.61E-03	5.59E-01	2.56E+00	30946	3	2	31	2.12E-04	2.06E-05	125696	50	0	125746	1.99E-04	4.97E-03	1.91E-04	2.04E-04	0.00E+00	5.44E-05	1.96E-04	2.45E-04	1.65E-04	3.06E-04	1.85E-04	2.02E-04	0.00E+00	5.44E-05	1.85E-04	2.20E-04	1.63E-04	2.94E-04	protein_coding	ENSG00000167291	2	2301	11	protein_coding	103506	6.20E-03	7	1.86E+01	3.77E-01	NA	17	77906142	78009647
INSIG2	ENST00000245787	TRUE	66	1.23E+02	5.35E-01	6.12E-06	1446	19	5.38E+01	3.53E-01	669	46	4.45E+01	1.03E+00	2.20E-06	458	4	6.34E-07	131	1.19E+01	6.00E-02	1.50E-02	9.25E-01	3.37E-01	8.15E-01	1.32E+00	4.37E-01	6.56E-01	1.65E-01	7.71E-01		-1.79E-01	1.84E+00	2.12E+00	30948	3	2	5	3.99E-05	2.00E-05	125731	10	0	125741	3.98E-05	1.99E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.29E-05	0.00E+00	1.32E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.27E-05	0.00E+00	1.31E-04	protein_coding	ENSG00000125629	2	675	5	protein_coding	22546	2.33E-02	4	9.10E+00	4.40E-01	NA	2	118846028	118868573
SLC23A3	ENST00000455516	TRUE	267	3.22E+02	8.29E-01	1.58E-05	3880	65	1.15E+02	5.66E-01	1420	132	1.37E+02	9.64E-01	6.61E-06	1407	15	1.84E-06	281	2.99E+01	7.36E-07	4.71E-03	9.95E-01	5.01E-01	8.36E-01	1.11E+00	7.50E-01	9.18E-01	3.34E-01	7.71E-01		3.27E-01	1.09E+00	2.53E+00	30949	3	2	16	1.58E-04	3.21E-05	124764	33	0	124797	1.32E-04	2.18E-03	8.42E-04	1.99E-04	9.94E-05	9.21E-05	0.00E+00	1.23E-04	1.65E-04	1.10E-04	5.81E-04	1.74E-04	9.93E-05	5.56E-05	0.00E+00	1.06E-04	1.65E-04	9.80E-05	protein_coding	ENSG00000213901	2	1854	12	protein_coding	95499	2.31E-03	8	2.03E+01	3.93E-01	NA	2	219940051	220035549
LIMS1	ENST00000542845	TRUE	119	1.71E+02	6.95E-01	9.90E-06	2538	48	8.47E+01	5.67E-01	1180	60	6.36E+01	9.43E-01	3.99E-06	655	7	9.55E-07	257	1.71E+01	3.15E-03	1.00E-02	9.87E-01	4.11E-01	7.65E-01	1.17E+00	5.98E-01	8.10E-01	2.32E-01	7.71E-01		3.59E-01	1.42E+00	2.26E+00	30952	3	2	16	4.77E-02	4.75E-02	114059	11660	0	125719	4.75E-02	2.84E+02	2.90E-02	1.01E-01	1.37E-02	5.83E-02	3.74E-02	3.67E-02	4.04E-02	5.42E-02	2.83E-02	1.01E-01	1.37E-02	5.73E-02	3.79E-02	3.67E-02	4.04E-02	5.32E-02	protein_coding	ENSG00000169756	3	1161	10	protein_coding	152846	3.48E-01	3	1.28E+01	2.34E-01	NA	2	109150857	109303702
ATMIN	ENST00000299575	TRUE	451	4.09E+02	1.10E+00	2.05E-05	5380	92	9.81E+01	9.38E-01	1361	199	1.64E+02	1.22E+00	9.68E-06	1679	11	1.09E-06	309	2.36E+01	5.03E-05	6.49E-03	9.93E-01	4.66E-01	1.08E+00	1.37E+00	1.02E+00	1.19E+00	2.92E-01	7.71E-01		-2.16E+00	-7.35E-01	2.40E+00	30954	3	2	29	1.86E-04	3.58E-05	125702	46	0	125748	1.83E-04	4.21E-03	2.47E-04	1.52E-04	1.99E-04	2.26E-04	9.24E-05	9.68E-05	0.00E+00	6.21E-04	2.46E-04	1.45E-04	1.98E-04	1.63E-04	9.24E-05	9.67E-05	0.00E+00	6.21E-04	protein_coding	ENSG00000166454	2	2469	4	protein_coding	11512	9.71E-04	7	1.37E+01	5.09E-01	NA	16	81069452	81080963
DMC1	ENST00000216024	TRUE	145	1.95E+02	7.44E-01	1.07E-05	2235	50	8.01E+01	6.24E-01	872	67	6.39E+01	1.05E+00	3.52E-06	639	11	1.35E-06	275	2.36E+01	5.06E-05	6.44E-03	9.94E-01	4.66E-01	8.60E-01	1.28E+00	6.50E-01	8.54E-01	2.92E-01	7.71E-01		-3.01E-01	1.27E+00	2.41E+00	30955	3	2	22	1.47E-04	3.18E-05	125711	37	0	125748	1.47E-04	2.72E-03	0.00E+00	2.89E-05	0.00E+00	6.53E-04	1.39E-04	1.06E-04	3.26E-04	2.29E-04	0.00E+00	2.89E-05	0.00E+00	6.53E-04	1.39E-04	1.05E-04	3.26E-04	2.29E-04	protein_coding	ENSG00000100206	2	1020	13	protein_coding	51338	1.81E-01	5	1.93E+01	2.59E-01	NA	22	38914954	38966291
Mar-01	ENST00000503008	TRUE	115	1.66E+02	6.92E-01	9.43E-06	1870	37	7.88E+01	4.70E-01	876	62	6.00E+01	1.03E+00	3.32E-06	569	6	8.81E-07	161	1.54E+01	8.68E-03	1.14E-02	9.80E-01	3.90E-01	8.41E-01	1.28E+00	5.94E-01	8.07E-01	2.13E-01	7.71E-01		-1.98E-01	1.41E+00	2.21E+00	30957	3	2	15	8.39E-05	1.19E-05	125730	18	0	125748	7.16E-05	6.44E-04	6.16E-05	2.90E-05	9.92E-05	9.42E-05	1.39E-04	1.05E-04	0.00E+00	4.40E-05	6.15E-05	2.89E-05	9.92E-05	5.44E-05	1.39E-04	8.79E-05	0.00E+00	3.27E-05	protein_coding	ENSG00000145416	2	867	6	protein_coding	859753	2.19E-01	2	6.82E+00	2.93E-01	NA	4	164445450	165305202
TNNI2	ENST00000381906	TRUE	101	1.20E+02	8.41E-01	8.46E-06	1203	33	4.34E+01	7.61E-01	421	77	4.77E+01	1.61E+00	3.54E-06	324	3	4.28E-07	127	1.01E+01	1.44E-01	1.68E-02	8.40E-01	2.98E-01	1.34E+00	1.90E+00	7.15E-01	9.93E-01	1.35E-01	7.71E-01		-3.34E+00	6.18E-01	2.06E+00	30961	3	2	4	2.82E-05	1.20E-05	125589	7	0	125596	2.79E-05	9.75E-05	0.00E+00	2.90E-05	0.00E+00	0.00E+00	0.00E+00	5.38E-05	0.00E+00	0.00E+00	0.00E+00	2.89E-05	0.00E+00	0.00E+00	0.00E+00	5.29E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000130598	2	546	7	protein_coding	2692	8.62E-02	3	8.31E+00	3.61E-01	NA	11	1860219	1862910
TSPAN3	ENST00000267970	TRUE	73	1.31E+02	5.56E-01	6.58E-06	1634	15	3.27E+01	4.58E-01	441	53	4.92E+01	1.08E+00	2.62E-06	490	4	5.02E-07	159	1.19E+01	5.98E-02	1.51E-02	9.25E-01	3.37E-01	8.62E-01	1.35E+00	4.60E-01	6.76E-01	1.65E-01	7.72E-01		-4.20E-01	1.81E+00	2.12E+00	30973	3	2	5	2.82E-05	1.19E-05	125738	7	0	125745	2.78E-05	9.74E-05	6.17E-05	0.00E+00	0.00E+00	5.59E-05	4.63E-05	3.54E-05	0.00E+00	0.00E+00	6.15E-05	0.00E+00	0.00E+00	5.44E-05	4.62E-05	3.52E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000140391	2	759	7	protein_coding	39968	2.84E-01	2	7.71E+00	2.60E-01	NA	15	77336359	77376326
PAPD4	ENST00000453514	TRUE	205	2.49E+02	8.22E-01	1.27E-05	3152	41	7.85E+01	5.22E-01	957	81	8.47E+01	9.57E-01	4.03E-06	889	17	2.10E-06	371	3.31E+01	8.69E-08	4.15E-03	9.96E-01	5.14E-01	7.99E-01	1.15E+00	7.33E-01	9.23E-01	3.51E-01	7.72E-01		3.12E-01	9.99E-01	2.59E+00	30979	3	2	26	3.24E-04	1.98E-04	125656	80	0	125736	3.18E-04	1.27E-02	6.83E-04	3.27E-04	4.05E-04	1.64E-04	8.70E-04	2.68E-04	0.00E+00	9.88E-05	6.77E-04	3.18E-04	3.97E-04	1.63E-04	8.32E-04	2.64E-04	0.00E+00	9.80E-05	protein_coding	ENSG00000164329	3	1452	14	protein_coding	74529	9.57E-04	10	2.68E+01	3.73E-01	NA	5	78907943	78982471
NET1	ENST00000355029	TRUE	275	3.31E+02	8.32E-01	1.87E-05	3853	104	1.37E+02	7.59E-01	1591	123	1.27E+02	9.66E-01	7.24E-06	1191	14	1.57E-06	325	2.83E+01	2.10E-06	5.16E-03	9.95E-01	4.94E-01	8.34E-01	1.12E+00	7.53E-01	9.19E-01	3.25E-01	7.72E-01		2.98E-01	1.08E+00	2.50E+00	30981	3	2	21	1.78E-04	4.10E-05	125706	42	0	125748	1.67E-04	3.51E-03	6.15E-05	9.21E-05	4.97E-04	7.35E-04	0.00E+00	1.25E-04	0.00E+00	2.21E-04	6.15E-05	8.67E-05	4.96E-04	7.07E-04	0.00E+00	1.23E-04	0.00E+00	1.96E-04	protein_coding	ENSG00000173848	2	1788	12	protein_coding	45913	6.69E-02	7	2.51E+01	2.79E-01	NA	10	5454514	5500426
PRRT1	ENST00000211413	TRUE	59	1.70E+02	3.47E-01	1.09E-05	1868	9	4.39E+01	2.05E-01	409	42	8.19E+01	5.13E-01	6.03E-06	721	2	3.47E-07	101	8.15E+00	2.98E-01	1.76E-02	6.84E-01	2.45E-01	4.00E-01	6.63E-01	2.80E-01	4.31E-01	9.90E-02	7.72E-01		3.47E+00	3.03E+00	2.00E+00	30982	3	2	4	4.23E-05	2.51E-05	123400	4	0	123404	1.62E-05	3.24E-05	0.00E+00	2.91E-05	0.00E+00	9.62E-05	0.00E+00	8.31E-05	0.00E+00	0.00E+00	0.00E+00	2.90E-05	0.00E+00	5.47E-05	0.00E+00	1.81E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000204314	2	918	4	protein_coding	6015	4.08E-01	1	4.86E+00	2.06E-01	NA	6	32116136	32122150
NUAK2	ENST00000367157	TRUE	324	3.90E+02	8.31E-01	2.35E-05	4060	119	1.61E+02	7.39E-01	1824	155	1.61E+02	9.63E-01	9.26E-06	1310	11	1.33E-06	259	2.36E+01	4.99E-05	6.57E-03	9.93E-01	4.66E-01	8.44E-01	1.10E+00	7.58E-01	9.12E-01	2.93E-01	7.72E-01		3.68E-01	1.18E+00	2.40E+00	30983	3	2	20	2.11E-04	4.37E-05	125702	46	0	125748	1.83E-04	4.21E-03	2.58E-04	2.47E-04	0.00E+00	2.72E-04	0.00E+00	2.21E-04	1.65E-04	3.21E-04	2.46E-04	1.73E-04	0.00E+00	2.72E-04	0.00E+00	2.11E-04	1.63E-04	1.96E-04	protein_coding	ENSG00000163545	2	1884	7	protein_coding	19697	3.18E-05	10	1.78E+01	5.60E-01	NA	1	205271187	205290883
IL17RE	ENST00000295980	TRUE	267	3.20E+02	8.35E-01	1.76E-05	4189	29	6.32E+01	4.59E-01	1031	115	1.26E+02	9.10E-01	6.26E-06	1433	17	1.57E-06	364	3.30E+01	8.57E-08	4.24E-03	9.96E-01	5.15E-01	7.81E-01	1.06E+00	7.55E-01	9.24E-01	3.51E-01	7.72E-01		7.95E-01	1.05E+00	2.58E+00	30986	3	2	18	1.63E-04	3.58E-05	125707	41	0	125748	1.63E-04	3.34E-03	1.23E-04	2.89E-04	0.00E+00	5.44E-04	0.00E+00	7.92E-05	1.64E-04	2.94E-04	1.23E-04	2.89E-04	0.00E+00	5.44E-04	0.00E+00	7.91E-05	1.63E-04	2.94E-04	protein_coding	ENSG00000163701	3	2001	16	protein_coding	13791	8.62E-03	8	2.39E+01	3.35E-01	NA	3	9944296	9958086
PRPSAP2	ENST00000268835	TRUE	106	2.13E+02	4.98E-01	1.17E-05	2420	20	5.01E+01	3.99E-01	542	73	7.67E+01	9.52E-01	4.37E-06	709	7	7.15E-07	233	1.70E+01	3.12E-03	1.01E-02	9.87E-01	4.11E-01	7.87E-01	1.16E+00	4.24E-01	5.85E-01	2.33E-01	7.72E-01		3.32E-01	2.60E+00	2.25E+00	30989	3	2	13	6.17E-05	1.19E-05	125732	15	0	125747	5.96E-05	4.47E-04	0.00E+00	1.26E-04	0.00E+00	6.66E-05	0.00E+00	8.03E-05	0.00E+00	3.27E-05	0.00E+00	1.16E-04	0.00E+00	5.44E-05	0.00E+00	7.91E-05	0.00E+00	3.27E-05	protein_coding	ENSG00000141127	2	1107	10	protein_coding	91184	7.20E-02	4	1.21E+01	3.30E-01	NA	17	18743398	18834581
NAP1L5	ENST00000323061	TRUE	100	1.12E+02	8.95E-01	6.12E-06	1203	5	1.80E+01	2.77E-01	232	61	5.41E+01	1.13E+00	3.95E-06	331	0	2.60E-07	34	3.87E+00	6.93E-01	1.60E-02	2.91E-01	0.00E+00	9.17E-01	1.40E+00	7.61E-01	1.06E+00	0.00E+00	7.72E-01		-7.41E-01	3.93E-01	1.82E+00	30998	3	2	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000177432	2	546	1	protein_coding	2321	7.89E-01	0	4.87E+00	0.00E+00	NA	4	89617066	89619386
PLD3	ENST00000409587	TRUE	262	3.12E+02	8.41E-01	1.98E-05	3159	60	7.70E+01	7.79E-01	814	119	1.33E+02	8.97E-01	8.52E-06	1016	12	1.21E-06	257	2.52E+01	1.75E-05	5.97E-03	9.94E-01	4.76E-01	7.72E-01	1.04E+00	7.59E-01	9.31E-01	3.04E-01	7.72E-01		9.36E-01	9.99E-01	2.44E+00	31006	3	2	16	7.85E-05	1.21E-05	125728	19	0	125747	7.56E-05	7.18E-04	2.46E-04	5.81E-05	0.00E+00	1.37E-04	9.33E-05	7.13E-05	0.00E+00	3.27E-05	2.46E-04	5.78E-05	0.00E+00	1.09E-04	9.24E-05	7.03E-05	0.00E+00	3.27E-05	protein_coding	ENSG00000105223	2	1470	11	protein_coding	31984	1.60E-02	6	1.67E+01	3.59E-01	NA	19	40854363	40886346
ZNF830	ENST00000361952	TRUE	190	2.06E+02	9.21E-01	9.23E-06	2437	59	8.42E+01	7.01E-01	1043	99	8.44E+01	1.17E+00	4.06E-06	726	4	5.16E-07	154	1.19E+01	5.96E-02	1.52E-02	9.25E-01	3.37E-01	9.96E-01	1.39E+00	8.18E-01	1.04E+00	1.65E-01	7.72E-01		-1.25E+00	4.03E-01	2.11E+00	31009	3	2	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000198783	2	1116	1	protein_coding	1657	4.48E-01	2	9.56E+00	2.09E-01	NA	17	33288549	33290205
ZKSCAN4	ENST00000377294	TRUE	238	2.89E+02	8.22E-01	1.37E-05	3580	67	1.01E+02	6.65E-01	1299	97	1.15E+02	8.45E-01	5.69E-06	1033	10	1.04E-06	267	2.20E+01	1.42E-04	7.23E-03	9.93E-01	4.55E-01	7.16E-01	1.00E+00	7.39E-01	9.16E-01	2.80E-01	7.72E-01		1.30E+00	1.07E+00	2.37E+00	31012	3	2	22	6.24E-04	2.07E-04	125605	142	1	125748	5.69E-04	4.07E-02	0.00E+00	5.02E-04	0.00E+00	1.20E-03	2.50E-03	4.42E-04	1.14E-03	1.91E-04	0.00E+00	4.63E-04	0.00E+00	1.14E-03	2.50E-03	3.60E-04	1.14E-03	1.31E-04	protein_coding	ENSG00000187626	2	1635	5	protein_coding	14611	6.74E-05	9	1.55E+01	5.79E-01	NA	6	28212401	28227011
SOWAHC	ENST00000356454	TRUE	216	2.60E+02	8.31E-01	1.30E-05	3303	53	8.13E+01	6.52E-01	982	134	1.20E+02	1.12E+00	6.73E-06	1145	3	4.81E-07	130	1.00E+01	1.43E-01	1.69E-02	8.40E-01	2.99E-01	9.72E-01	1.29E+00	7.43E-01	9.31E-01	1.35E-01	7.72E-01		-1.03E+00	9.66E-01	2.06E+00	31013	3	2	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000198142	2	1575	1	protein_coding	4653	NA	NA	NA	NA	NA	2	110371911	110376563
MXI1	ENST00000332674	TRUE	114	1.55E+02	7.36E-01	8.72E-06	1909	40	7.12E+01	5.62E-01	852	59	5.89E+01	1.00E+00	3.16E-06	578	8	1.50E-06	163	1.87E+01	1.12E-03	9.01E-03	9.90E-01	4.28E-01	8.12E-01	1.25E+00	6.31E-01	8.60E-01	2.50E-01	7.72E-01		-1.37E-02	1.17E+00	2.29E+00	31014	3	2	10	4.54E-05	8.15E-06	125737	11	0	125748	4.37E-05	2.41E-04	0.00E+00	6.06E-05	1.05E-04	0.00E+00	0.00E+00	6.29E-05	1.63E-04	0.00E+00	0.00E+00	5.78E-05	9.92E-05	0.00E+00	0.00E+00	6.15E-05	1.63E-04	0.00E+00	protein_coding	ENSG00000119950	2	885	6	protein_coding	79761	7.08E-01	3	1.69E+01	1.78E-01	NA	10	111967363	112047123
ACPL2	ENST00000286353	TRUE	253	2.87E+02	8.80E-01	1.68E-05	3175	81	1.00E+02	8.10E-01	1108	117	1.13E+02	1.03E+00	6.66E-06	938	7	8.26E-07	213	1.70E+01	3.09E-03	1.03E-02	9.87E-01	4.12E-01	8.87E-01	1.20E+00	7.94E-01	9.77E-01	2.33E-01	7.73E-01		-2.60E-01	7.20E-01	2.25E+00	31016	3	2	15	7.57E-05	1.20E-05	125729	19	0	125748	7.56E-05	7.18E-04	6.17E-05	2.90E-05	0.00E+00	5.44E-05	0.00E+00	9.68E-05	0.00E+00	1.63E-04	6.15E-05	2.89E-05	0.00E+00	5.44E-05	0.00E+00	9.67E-05	0.00E+00	1.63E-04	protein_coding	ENSG00000155893	2	1440	5	protein_coding	66181	2.16E-01	3	1.11E+01	2.71E-01	NA	3	140947568	141013748
GRWD1	ENST00000253237	TRUE	282	2.87E+02	9.83E-01	1.80E-05	2853	86	9.66E+01	8.90E-01	1009	124	1.25E+02	9.90E-01	8.30E-06	920	9	9.63E-07	206	2.03E+01	3.97E-04	8.12E-03	9.91E-01	4.43E-01	8.55E-01	1.15E+00	8.91E-01	1.09E+00	2.66E-01	7.73E-01		8.74E-02	1.04E-01	2.33E+00	31028	3	2	22	4.80E-04	2.90E-04	125628	120	0	125748	4.77E-04	2.86E-02	1.85E-04	2.91E-04	2.58E-03	1.09E-03	0.00E+00	5.15E-04	3.26E-04	3.27E-05	1.85E-04	2.89E-04	2.58E-03	1.09E-03	0.00E+00	5.10E-04	3.26E-04	3.27E-05	protein_coding	ENSG00000105447	2	1338	7	protein_coding	11250	3.38E-01	3	1.27E+01	2.36E-01	NA	19	48949030	48960279
UNC13D	ENST00000207549	TRUE	662	6.45E+02	1.03E+00	4.34E-05	6963	213	2.02E+02	1.06E+00	2318	273	2.84E+02	9.62E-01	1.96E-05	2212	40	3.57E-06	693	6.73E+01	1.09E-18	2.05E-03	9.98E-01	5.94E-01	8.71E-01	1.06E+00	9.62E-01	1.10E+00	4.60E-01	7.73E-01		5.03E-01	-2.41E-01	3.09E+00	31033	3	2	74	7.28E-04	1.08E-04	125579	169	0	125748	6.72E-04	5.68E-02	1.86E-04	5.13E-04	1.98E-04	5.08E-04	3.00E-04	1.10E-03	8.79E-04	5.01E-04	1.85E-04	4.92E-04	1.98E-04	4.89E-04	2.31E-04	9.94E-04	8.15E-04	4.90E-04	protein_coding	ENSG00000092929	2	3270	32	protein_coding	17493	2.52E-12	26	4.45E+01	5.84E-01	NA	17	73823306	73840798
PCDHGB6	ENST00000520790	TRUE	493	5.80E+02	8.50E-01	3.44E-05	6036	134	1.62E+02	8.25E-01	1831	236	2.59E+02	9.12E-01	1.78E-05	1977	14	1.60E-06	318	2.83E+01	2.09E-06	5.19E-03	9.95E-01	4.94E-01	8.19E-01	1.02E+00	7.89E-01	9.16E-01	3.25E-01	7.73E-01		1.11E+00	1.28E+00	2.49E+00	31041	3	2	51	8.54E-04	1.52E-04	124542	205	2	124749	8.30E-04	8.59E-02	6.46E-04	8.11E-04	6.98E-04	7.81E-04	0.00E+00	5.32E-04	1.16E-03	2.82E-03	6.42E-04	8.11E-04	6.96E-04	7.78E-04	0.00E+00	5.13E-04	9.91E-04	2.75E-03	protein_coding	ENSG00000253305	2	2790	4	protein_coding	104777	6.47E-05	10	1.96E+01	5.09E-01	NA	5	140787770	140892546
FAM102B	ENST00000370035	TRUE	155	1.94E+02	7.98E-01	9.65E-06	2350	46	6.50E+01	7.07E-01	796	58	6.94E+01	8.35E-01	3.45E-06	689	9	1.03E-06	254	2.03E+01	3.99E-04	8.08E-03	9.92E-01	4.43E-01	6.75E-01	1.04E+00	7.00E-01	9.12E-01	2.66E-01	7.73E-01		1.08E+00	9.99E-01	2.33E+00	31046	3	2	14	1.33E-04	5.64E-05	125715	33	0	125748	1.31E-04	2.17E-03	0.00E+00	2.64E-04	0.00E+00	1.10E-04	0.00E+00	1.69E-04	0.00E+00	9.81E-05	0.00E+00	2.60E-04	0.00E+00	1.09E-04	0.00E+00	1.67E-04	0.00E+00	9.80E-05	protein_coding	ENSG00000162636	2	1080	11	protein_coding	84812	4.79E-02	5	1.53E+01	3.26E-01	NA	1	109102711	109187522
KCNA7	ENST00000221444	TRUE	262	2.82E+02	9.30E-01	1.66E-05	2874	120	1.39E+02	8.61E-01	1406	131	1.28E+02	1.03E+00	7.70E-06	1035	3	6.00E-07	99	1.00E+01	1.42E-01	1.70E-02	8.41E-01	2.99E-01	8.89E-01	1.19E+00	8.40E-01	1.03E+00	1.35E-01	7.73E-01		-2.28E-01	4.15E-01	2.06E+00	31047	3	2	12	1.89E-04	4.94E-05	125695	44	0	125739	1.75E-04	3.85E-03	1.23E-04	4.30E-04	1.06E-04	1.67E-04	0.00E+00	1.65E-04	3.83E-04	1.36E-04	1.23E-04	4.05E-04	9.92E-05	1.63E-04	0.00E+00	1.58E-04	3.26E-04	1.31E-04	protein_coding	ENSG00000104848	2	1368	2	protein_coding	5524	8.25E-03	4	6.71E+00	5.97E-01	NA	19	49570675	49576198
EPB42	ENST00000300215	TRUE	348	4.01E+02	8.68E-01	2.41E-05	4669	89	1.23E+02	7.25E-01	1552	151	1.62E+02	9.33E-01	9.80E-06	1484	19	2.02E-06	391	3.61E+01	9.90E-09	3.85E-03	9.96E-01	5.27E-01	8.17E-01	1.07E+00	7.94E-01	9.49E-01	3.67E-01	7.73E-01		6.69E-01	9.39E-01	2.63E+00	31049	3	2	32	2.35E-04	2.80E-05	125689	59	0	125748	2.35E-04	6.92E-03	3.71E-04	1.16E-04	0.00E+00	4.89E-04	3.23E-04	1.85E-04	3.26E-04	3.27E-04	3.69E-04	1.16E-04	0.00E+00	4.89E-04	3.23E-04	1.85E-04	3.26E-04	3.27E-04	protein_coding	ENSG00000166947	2	2163	13	protein_coding	115059	1.56E-07	15	2.56E+01	5.85E-01	NA	15	43398423	43513481
